subject,class,split,umap1,umap2
2,PainArm,train,-0.92296135,-2.829311
2,PainHand,train,2.3946946,-1.5637368
4,NoPain,train,-0.20019278,-3.2031732
4,NoPain,train,-1.0098561,-3.1598942
4,NoPain,train,0.25284922,1.9997584
4,NoPain,train,-1.3899031,-3.2114418
4,NoPain,train,-0.5900936,-3.0879486
4,NoPain,train,2.843692,-2.005597
4,NoPain,train,-0.120231465,-1.7301949
4,NoPain,train,-0.32347918,-2.1042838
4,NoPain,train,1.5079032,-2.717147
4,NoPain,train,-0.84772414,-2.070277
4,NoPain,train,3.9466455,-0.98270714
4,NoPain,train,0.083172046,-2.9304867
4,PainArm,train,2.8045137,0.103976615
4,PainHand,train,3.2920907,-0.53710985
4,PainArm,train,3.3276234,-0.52217406
4,PainHand,train,2.5546875,-1.3955415
4,PainArm,train,3.098542,-1.1786716
4,PainHand,train,2.993802,0.3592073
4,PainArm,train,2.2989075,-1.0925645
4,PainHand,train,0.512162,-0.108960874
4,PainArm,train,-0.26093838,0.11023378
4,PainHand,train,-0.54530835,-0.79407007
4,PainArm,train,0.4828142,-1.0541062
4,PainHand,train,4.1956043,-0.008910533
4,PainArm,train,2.3063807,-0.33235168
4,PainHand,train,1.0062641,0.844418
4,PainArm,train,2.2984023,0.1182307
4,PainHand,train,4.242633,0.050865434
4,PainArm,train,0.08519627,-0.7278788
4,PainHand,train,0.68612283,-0.41400534
4,PainArm,train,1.5495871,-1.69149
4,PainHand,train,4.062493,0.42191845
4,PainArm,train,2.4183614,0.9554767
4,PainHand,train,0.8216066,2.4889772
4,PainArm,train,2.0137193,1.3490142
4,PainHand,train,1.9600033,0.44765505
5,NoPain,train,3.0048084,-1.5573704
5,NoPain,train,1.5336906,-2.133776
5,NoPain,train,0.23423918,-1.4878687
5,NoPain,train,1.6691258,-1.6495554
5,NoPain,train,1.3796843,-1.4388633
5,NoPain,train,-0.68306595,-3.2748847
5,NoPain,train,-0.6726956,-3.3858397
5,NoPain,train,0.4026255,-1.5037754
5,NoPain,train,-2.1062229,-2.5448434
5,NoPain,train,-0.7642525,-3.3315296
5,NoPain,train,-2.0655582,-2.745333
5,NoPain,train,1.1132212,-3.2764223
5,PainArm,train,1.4498427,0.17184725
5,PainHand,train,2.1746876,0.15147743
5,PainArm,train,3.0242312,1.565752
5,PainHand,train,3.14549,1.6539338
5,PainArm,train,0.03451821,-0.5301794
5,PainHand,train,3.269248,1.8753569
5,PainArm,train,3.2555475,0.86895746
5,PainHand,train,4.4560833,0.27727315
5,PainArm,train,2.5294573,1.3687071
5,PainHand,train,0.30370355,0.06907687
5,PainArm,train,0.15814774,-0.26183593
5,PainHand,train,3.3948512,1.7247531
5,PainArm,train,3.4698677,0.36326027
5,PainHand,train,1.9402224,0.41751036
5,PainArm,train,0.19454905,-1.3573967
5,PainHand,train,-0.15165274,-0.57274026
5,PainArm,train,0.15857205,-0.38993815
5,PainHand,train,4.3035316,0.67510295
5,PainArm,train,2.7522194,0.7690956
5,PainHand,train,1.9017935,0.15403894
5,PainArm,train,2.2006803,-2.1520512
5,PainHand,train,1.1387367,0.62153685
5,PainArm,train,3.2790782,-0.331188
5,PainHand,train,0.13590564,-0.2862901
6,NoPain,train,-1.3834721,-1.1255413
6,NoPain,train,-0.9168717,-3.5641687
6,NoPain,train,-0.41049463,-0.78184414
6,NoPain,train,-0.6031598,-1.398327
6,NoPain,train,-1.4444375,-2.1467302
6,NoPain,train,-1.5701566,-2.787887
6,NoPain,train,0.33087096,-2.0523436
6,NoPain,train,4.9644475,-0.14146675
6,NoPain,train,-0.67933625,-3.198717
6,NoPain,train,1.0967362,0.21295856
6,NoPain,train,-0.5953718,-1.7050176
6,NoPain,train,-0.36043596,-1.6755749
6,PainArm,train,3.6501033,0.96414614
6,PainHand,train,2.5139668,1.7039311
6,PainArm,train,3.6192741,1.540448
6,PainHand,train,3.3615227,1.8984231
6,PainArm,train,2.4604375,1.2294554
6,PainHand,train,3.4862986,1.7551024
6,PainArm,train,3.3185966,-1.7526428
6,PainHand,train,0.24639466,-1.679008
6,PainArm,train,2.5498378,-1.3054178
6,PainHand,train,1.1566274,0.6165339
6,PainArm,train,1.6976615,-1.9030961
6,PainHand,train,1.6763486,-2.5501442
6,PainArm,train,2.6089416,-1.7255574
6,PainHand,train,2.499292,-1.7992268
6,PainArm,train,-0.54652977,-2.553823
6,PainHand,train,-1.474532,-1.4326535
6,PainArm,train,-0.18323062,-1.5515288
6,PainHand,train,2.010449,-0.4961937
6,PainArm,train,0.9925019,0.30812907
6,PainHand,train,3.5047977,-0.31719032
6,PainArm,train,1.1677436,-1.0661627
6,PainHand,train,1.4556686,-1.077399
6,PainArm,train,0.79680866,0.22434472
6,PainHand,train,-1.0371149,-0.8240875
8,NoPain,train,-0.8888487,-3.3306773
8,NoPain,train,-0.90284324,-3.3538525
8,NoPain,train,-0.7704764,-3.2351139
8,NoPain,train,-1.2012582,-2.548678
8,NoPain,train,-1.167347,-2.751451
8,NoPain,train,1.2736076,-2.1458266
8,NoPain,train,1.2229732,-2.128066
8,NoPain,train,1.4917126,-0.7478435
8,NoPain,train,-0.5229803,-3.1393642
8,NoPain,train,-0.76362133,-1.5221628
8,NoPain,train,-1.5987034,-3.672631
8,NoPain,train,0.47492063,-2.246005
8,PainArm,train,3.0824122,-0.7822681
8,PainHand,train,3.1098866,-0.74896014
8,PainHand,train,0.86127514,-0.22223684
8,PainArm,train,3.4368203,-0.70710564
8,PainHand,train,0.98572963,0.088810116
8,PainHand,train,0.6657431,0.27562475
8,PainArm,train,1.0505829,2.5098212
8,PainArm,train,1.2459311,-0.18420674
8,PainArm,train,0.13869894,0.1426839
8,PainHand,train,0.5707186,-0.10908247
8,PainHand,train,1.7742733,-0.21839763
8,PainArm,train,1.8409398,0.1592131
8,PainArm,train,2.4008706,1.8136204
8,PainHand,train,4.343028,0.35379434
8,PainArm,train,2.5849597,-0.35948357
8,PainHand,train,2.0805724,-1.3054987
8,PainArm,train,2.1914268,-0.15461136
8,PainHand,train,2.2118433,1.1479511
8,PainArm,train,1.8519236,-0.6347054
8,PainHand,train,2.1017017,1.3302337
8,PainArm,train,2.3270655,1.1319629
8,PainHand,train,2.220453,1.1783173
8,PainArm,train,1.5249306,-0.723104
8,PainHand,train,1.8826877,0.36029297
11,NoPain,train,-0.90128833,-3.2421744
11,NoPain,train,1.1967922,0.9037659
11,NoPain,train,2.8436584,0.27866843
11,NoPain,train,4.7631774,0.28459626
11,NoPain,train,-0.38228184,-2.645958
11,NoPain,train,-1.1907542,-2.111908
11,NoPain,train,2.0169654,-2.175066
11,NoPain,train,2.287678,-1.800348
11,NoPain,train,-1.3113788,-1.7898934
11,NoPain,train,-0.7571262,-3.0340292
11,NoPain,train,-0.72782314,-1.4384403
11,NoPain,train,-1.2218585,-1.5737079
11,PainArm,train,3.9518926,-0.663633
11,PainHand,train,0.47533992,2.2437284
11,PainArm,train,2.5088713,-1.5818212
11,PainHand,train,2.4508736,1.207692
11,PainArm,train,3.6213374,0.9986445
11,PainHand,train,2.874408,1.2881756
11,PainArm,train,2.7959936,1.3353497
11,PainHand,train,2.0667374,1.1604501
11,PainHand,train,2.920851,0.26612642
11,PainArm,train,-0.35899538,-0.26667285
11,PainHand,train,2.6821022,0.58807576
11,PainArm,train,1.7366115,0.7536246
11,PainHand,train,-1.4056813,-3.0054977
11,PainArm,train,2.726456,-0.48646057
11,PainArm,train,4.529115,-0.33606178
11,PainHand,train,-0.31446388,-2.4458826
11,PainArm,train,0.6258106,-0.5146574
11,PainHand,train,0.9042729,0.100279376
11,PainArm,train,1.5609437,-0.71648896
11,PainHand,train,3.025111,-1.7946036
11,PainArm,train,-0.051278047,1.6439482
11,PainHand,train,1.7576963,-0.42680675
11,PainHand,train,0.2818036,-0.113439724
11,PainArm,train,1.5916258,-0.44049177
12,NoPain,train,-1.8506434,-2.1806796
12,NoPain,train,-1.9843043,-1.9964584
12,NoPain,train,-1.7807287,-2.2206326
12,NoPain,train,-1.4234021,-2.6053963
12,NoPain,train,-1.4758545,-2.665333
12,NoPain,train,0.87727493,-3.0350661
12,NoPain,train,-1.4347197,-2.5201929
12,NoPain,train,2.717127,-1.1192572
12,NoPain,train,0.019455975,0.42861718
12,NoPain,train,0.11313682,-1.5308961
12,NoPain,train,0.7165772,-2.9515283
12,NoPain,train,-0.48843265,-1.3291656
12,PainHand,train,-1.6844175,-1.9716371
12,PainArm,train,3.2103643,0.7097732
12,PainArm,train,-0.5669587,-2.130479
12,PainHand,train,2.6807384,0.63421386
12,PainHand,train,0.034734637,0.25535154
12,PainArm,train,3.2070246,0.83453804
12,PainHand,train,-0.06270524,1.2798669
12,PainArm,train,1.45723,0.4102686
12,PainArm,train,1.1146115,-0.25489774
12,PainHand,train,0.33946002,-0.3401378
12,PainHand,train,4.173044,0.6372138
12,PainArm,train,3.2038116,1.0606488
12,PainArm,train,1.8594546,0.09277608
12,PainArm,train,0.11090228,0.6234998
12,PainHand,train,4.2272573,-0.44908473
12,PainHand,train,0.7047478,-2.4208236
12,PainHand,train,2.261581,-2.0894752
12,PainHand,train,2.8192866,-1.4971058
12,PainArm,train,4.7690625,0.097008
12,PainArm,train,4.8024707,0.14374857
12,PainHand,train,0.11601039,-1.6818284
12,PainArm,train,3.6182673,-0.8439185
12,PainArm,train,2.073648,-1.7840353
12,PainHand,train,3.0723639,-1.2924966
13,NoPain,train,4.952363,-0.014796805
13,NoPain,train,1.0069774,-0.6520228
13,NoPain,train,-0.94171345,-3.6002662
13,NoPain,train,1.4544967,-1.9377191
13,NoPain,train,1.8477623,-2.2941005
13,NoPain,train,-1.0542811,-3.188318
13,NoPain,train,-0.9422835,-2.671643
13,NoPain,train,1.9940184,-1.3024406
13,NoPain,train,3.617691,-2.0545807
13,NoPain,train,4.0757666,-1.7482859
13,NoPain,train,0.409679,-2.3188202
13,NoPain,train,-0.79365563,-1.4277817
13,PainHand,train,0.47565955,-0.59986764
13,PainArm,train,1.9710987,-0.77759486
13,PainHand,train,1.6142149,1.1919478
13,PainArm,train,2.552605,-0.4199924
13,PainHand,train,0.24095355,-0.3536587
13,PainHand,train,2.922057,1.094342
13,PainArm,train,1.9000343,-0.21866347
13,PainArm,train,-0.15483254,-1.339947
13,PainArm,train,1.1638592,0.13749978
13,PainHand,train,0.2236096,-0.112397864
13,PainHand,train,0.6540786,0.100340046
13,PainArm,train,0.073657155,-0.96417516
13,PainArm,train,0.6635555,-0.6715834
13,PainHand,train,1.676311,1.7497741
13,PainArm,train,-1.3127174,-3.3473642
13,PainHand,train,2.3110566,1.7193615
13,PainHand,train,2.4722667,1.8851192
13,PainArm,train,1.6933424,2.073281
13,PainArm,train,1.5636741,1.651898
13,PainHand,train,2.2813866,1.7537906
13,PainHand,train,2.2238045,1.174778
13,PainHand,train,4.192888,0.654627
13,PainArm,train,-0.86436814,-2.449431
13,PainArm,train,2.0682046,1.1605167
15,NoPain,train,-1.6525228,-3.435108
15,NoPain,train,-1.688799,-2.6600943
15,NoPain,train,-1.2283275,-3.2340236
15,NoPain,train,0.22744486,0.19169402
15,NoPain,train,-1.4349111,-2.4523427
15,NoPain,train,0.016540786,-2.0117607
15,NoPain,train,2.5594618,-2.134074
15,NoPain,train,1.505962,-2.3464148
15,NoPain,train,-1.642494,-2.0173512
15,NoPain,train,-0.19683787,-2.741501
15,NoPain,train,-0.2739581,-2.2826414
15,NoPain,train,3.9692767,0.4008104
15,PainHand,train,0.7346529,2.5554843
15,PainHand,train,-0.66385776,-0.24415825
15,PainArm,train,-0.8523678,-0.14720409
15,PainArm,train,2.4664142,-1.2883906
15,PainHand,train,3.0211859,-1.0742764
15,PainHand,train,-0.54040337,-2.140543
15,PainArm,train,2.8927157,0.4082851
15,PainHand,train,3.3218446,-1.108671
15,PainHand,train,4.5023513,0.1773946
15,PainHand,train,2.0704553,-0.11193911
15,PainArm,train,0.033970475,0.7340491
15,PainHand,train,3.6761746,-1.7015365
15,PainHand,train,1.2436265,1.2004546
15,PainArm,train,3.7068772,-1.3756896
15,PainHand,train,-0.043894347,-1.1148318
15,PainArm,train,-0.07106397,-2.004607
15,PainArm,train,1.6349576,-0.5291382
15,PainArm,train,1.2639089,-0.51659775
15,PainArm,train,0.4424236,1.3418026
15,PainArm,train,1.0643096,0.476805
15,PainArm,train,1.7426026,-1.9992069
15,PainHand,train,2.7529545,-1.2505617
15,PainHand,train,-0.49708423,-2.068185
15,PainArm,train,1.8505263,0.004345885
16,NoPain,train,-1.564056,-3.121701
16,NoPain,train,-1.0583555,-3.4436567
16,NoPain,train,-2.0496726,-2.33192
16,NoPain,train,-1.8748523,-2.6301382
16,NoPain,train,-1.8463703,-3.0589783
16,NoPain,train,-1.3073629,-2.9930053
16,NoPain,train,3.5728028,-1.1056262
16,NoPain,train,-1.3977644,-3.5957665
16,NoPain,train,1.0540818,-1.1628433
16,NoPain,train,0.643046,-1.1965816
16,NoPain,train,-1.1420367,-2.5699708
16,NoPain,train,2.240767,-2.2566135
16,PainArm,train,4.604115,0.56392354
16,PainArm,train,3.4518404,1.7119199
16,PainHand,train,3.10571,0.9574416
16,PainHand,train,2.485085,0.86729556
16,PainArm,train,0.7310451,2.5196848
16,PainArm,train,2.869948,0.9662723
16,PainHand,train,0.011658794,0.7993036
16,PainHand,train,2.7372,0.6847651
16,PainArm,train,2.515597,0.8424721
16,PainArm,train,2.8652563,0.8775437
16,PainHand,train,4.4736924,0.4969941
16,PainHand,train,3.5651658,0.37965244
16,PainArm,train,4.0279756,0.5422611
16,PainArm,train,0.9006848,-0.5176595
16,PainHand,train,0.5187874,0.5427661
16,PainArm,train,3.173357,-2.3433745
16,PainArm,train,2.5439346,-2.1528533
16,PainHand,train,1.2248535,-0.51936895
16,PainHand,train,1.0685594,-0.49660486
16,PainHand,train,0.12534751,-0.47435027
16,PainArm,train,1.288622,-0.6412414
16,PainHand,train,0.8971068,0.0881579
16,PainHand,train,1.9913085,0.035757672
16,PainArm,train,2.2190313,-0.4813071
18,NoPain,train,-0.7572895,-1.5790448
18,NoPain,train,-0.88768023,-1.5094918
18,NoPain,train,-1.5573357,-3.6376662
18,NoPain,train,-1.4819832,-3.7434967
18,NoPain,train,-1.7120667,-1.9705389
18,NoPain,train,0.2734404,-2.3683453
18,NoPain,train,-0.7786565,-2.0223048
18,NoPain,train,0.844772,-0.6569466
18,NoPain,train,-0.30349967,-2.5702102
18,NoPain,train,-0.1045125,1.3386418
18,NoPain,train,1.418813,0.4024978
18,NoPain,train,3.9244392,-1.7553377
18,PainArm,train,-0.27145258,-1.1429678
18,PainArm,train,0.6855474,-1.9645619
18,PainHand,train,1.4645466,-2.712259
18,PainHand,train,-1.2826605,-1.3437037
18,PainArm,train,-0.26250646,-0.2782512
18,PainArm,train,3.2349794,1.9323546
18,PainArm,train,3.0390353,1.174617
18,PainArm,train,2.2671704,0.83621234
18,PainHand,train,1.0101732,-0.093784906
18,PainArm,train,1.2478486,-1.6021321
18,PainArm,train,4.298272,0.40706387
18,PainHand,train,1.36917,-0.55799025
18,PainHand,train,-0.26502687,-1.8527324
18,PainHand,train,-1.0031911,-1.4449505
18,PainArm,train,0.24373095,-2.47029
18,PainHand,train,4.5237184,-0.55123967
18,PainHand,train,1.8966042,-1.2702142
18,PainHand,train,1.4193977,0.94333464
18,PainHand,train,2.2753236,-0.37621698
18,PainHand,train,1.9157879,1.4124057
18,PainArm,train,1.6668319,0.50577784
18,PainArm,train,1.9149272,-0.041883036
18,PainHand,train,1.1119164,-0.40390536
18,PainArm,train,0.82359684,1.7257396
21,NoPain,train,4.098827,-0.7860143
21,NoPain,train,3.0258114,-2.1516585
21,NoPain,train,1.9975582,-2.45192
21,NoPain,train,0.86583346,-2.1340966
21,NoPain,train,1.0342647,-3.231753
21,NoPain,train,-0.9932509,-3.0316136
21,NoPain,train,1.9282446,-1.5836501
21,NoPain,train,-1.5399517,-1.9693738
21,NoPain,train,-1.6406883,-2.400261
21,NoPain,train,-0.5975499,-1.8794959
21,NoPain,train,-0.5443391,-2.0276275
21,NoPain,train,-1.1946197,-2.4056728
21,PainArm,train,1.5663369,0.50674134
21,PainArm,train,3.9992127,0.5220669
21,PainHand,train,4.814276,0.3766998
21,PainHand,train,1.7833313,-1.5247405
21,PainArm,train,0.9125844,-1.7593844
21,PainArm,train,4.7181416,0.57053703
21,PainArm,train,-0.4035331,-0.8130063
21,PainArm,train,0.03546251,-2.2276776
21,PainHand,train,0.38763323,-1.8313417
21,PainArm,train,1.4755933,-2.4293547
21,PainArm,train,2.0882814,0.8898054
21,PainHand,train,-0.6581334,-1.6338258
21,PainHand,train,-0.2442533,0.72103584
21,PainHand,train,-0.18763432,-1.0667857
21,PainArm,train,-0.038463198,0.74175215
21,PainHand,train,3.0665352,0.26591992
21,PainHand,train,2.4302964,-0.8239218
21,PainHand,train,1.7647007,-0.15701427
21,PainHand,train,0.84588116,2.5922441
21,PainHand,train,2.147727,0.26722014
21,PainArm,train,1.084507,-0.8102335
21,PainArm,train,0.47297582,-1.6760542
21,PainHand,train,1.5422487,-0.16892365
21,PainArm,train,0.23812063,-2.303253
22,NoPain,train,1.3767,0.4020931
22,NoPain,train,1.2465581,-2.889286
22,NoPain,train,0.17060426,-2.5929964
22,NoPain,train,0.35884446,-3.0728352
22,NoPain,train,4.140297,0.86504376
22,NoPain,train,-1.6224936,-2.8562925
22,NoPain,train,0.63015556,-3.139156
22,NoPain,train,-0.684457,-2.068486
22,NoPain,train,0.9062333,-2.0766542
22,NoPain,train,-0.65842557,-1.992186
22,NoPain,train,-1.7644031,-2.3514493
22,NoPain,train,-1.0083373,-3.4928439
22,PainArm,train,2.9658115,-1.5128922
22,PainArm,train,2.6883926,1.8990296
22,PainHand,train,2.6020403,0.9713314
22,PainHand,train,-0.08410061,-1.4834466
22,PainArm,train,1.2603358,-1.1971383
22,PainArm,train,3.0246863,1.390369
22,PainHand,train,2.8387814,1.2116289
22,PainHand,train,2.968162,1.4206598
22,PainArm,train,2.0573697,0.9078098
22,PainArm,train,0.6466415,1.6035311
22,PainHand,train,-1.060052,-3.0794983
22,PainHand,train,1.7679754,-0.24327905
22,PainArm,train,2.2693138,-1.5235635
22,PainArm,train,-0.591328,-2.754079
22,PainHand,train,-0.92598474,-3.1399307
22,PainArm,train,-1.3160704,-3.7186024
22,PainArm,train,0.5155826,1.2735661
22,PainHand,train,-0.24603516,-2.3071444
22,PainHand,train,-0.58040625,-3.167754
22,PainHand,train,1.130768,-0.24529833
22,PainArm,train,4.8935876,-0.047384843
22,PainHand,train,1.3046501,0.84194887
22,PainHand,train,1.4897677,-0.1263683
22,PainArm,train,4.423348,-0.6588959
24,NoPain,train,-0.547172,-2.085871
24,NoPain,train,-0.6353961,-2.3278267
24,NoPain,train,-0.95771927,-2.3967977
24,NoPain,train,-0.77706033,-2.700843
24,NoPain,train,-0.99000764,-2.340707
24,NoPain,train,1.2805396,-3.255988
24,NoPain,train,-1.2946938,-2.387036
24,NoPain,train,0.44395408,-2.507557
24,NoPain,train,0.57747686,0.9438096
24,NoPain,train,1.7661265,-1.5005455
24,NoPain,train,-0.13235416,-0.52165085
24,NoPain,train,-1.6572489,-2.373067
24,PainArm,train,2.2193408,1.8213177
24,PainArm,train,-0.36542502,-1.6722078
24,PainHand,train,3.0382028,1.8061296
24,PainHand,train,-0.7169104,-2.2587607
24,PainArm,train,0.010071299,-2.543545
24,PainArm,train,0.794059,-1.4761819
24,PainHand,train,4.215541,0.8110036
24,PainHand,train,2.8215613,0.953323
24,PainArm,train,2.9938467,0.15852688
24,PainArm,train,4.0251946,0.63279927
24,PainHand,train,3.316924,-0.5786544
24,PainHand,train,1.0256437,2.5137713
24,PainArm,train,0.9738444,0.6816406
24,PainArm,train,1.1368538,-2.056823
24,PainHand,train,0.8764256,-1.463475
24,PainArm,train,0.8294947,-1.2311141
24,PainArm,train,1.8418555,-0.8168945
24,PainHand,train,1.0498104,-2.0352669
24,PainHand,train,0.92424583,0.9115648
24,PainHand,train,0.8960254,1.1098335
24,PainArm,train,0.62766457,1.386148
24,PainHand,train,4.754804,0.14603615
24,PainHand,train,3.0230296,1.4898086
24,PainArm,train,3.1214979,0.02424222
25,NoPain,train,-0.41768086,-0.79228014
25,NoPain,train,0.9115162,-1.26449
25,NoPain,train,0.60751116,-2.468311
25,NoPain,train,-1.3578229,-1.6519359
25,NoPain,train,-0.8994654,-3.5508566
25,NoPain,train,3.9277623,0.6268187
25,NoPain,train,2.3829606,-1.6839166
25,NoPain,train,2.1860144,-1.2119484
25,NoPain,train,-1.3335837,-1.6808565
25,NoPain,train,-0.29755363,-2.2477243
25,NoPain,train,-0.029886777,-0.6772132
25,NoPain,train,4.877295,-0.20363933
25,PainHand,train,-0.65471286,-1.118359
25,PainHand,train,-1.7751086,-2.148292
25,PainArm,train,-0.93611693,-1.4637309
25,PainArm,train,-0.45947248,-0.5823673
25,PainHand,train,4.5727534,0.45343286
25,PainHand,train,-0.23422858,-1.3141552
25,PainArm,train,0.053023893,-0.6939699
25,PainHand,train,0.087780975,1.667295
25,PainHand,train,-0.5668859,-2.215224
25,PainHand,train,2.5283759,-2.1266856
25,PainArm,train,2.5567093,-1.9964674
25,PainHand,train,2.2574842,-0.906149
25,PainHand,train,4.9030166,0.08118189
25,PainArm,train,3.2049432,1.9323635
25,PainHand,train,0.21103868,-2.2062259
25,PainArm,train,-0.093428545,-1.7836391
25,PainArm,train,1.9225469,-1.8945203
25,PainArm,train,3.71728,0.62756693
25,PainArm,train,4.277279,-0.62095636
25,PainArm,train,1.0142735,-1.3921653
25,PainArm,train,2.678913,-1.4908887
25,PainHand,train,2.6392143,-0.00096655684
25,PainHand,train,2.2547457,-0.54017323
25,PainArm,train,3.1223197,1.5500798
27,NoPain,train,-0.8699144,-0.7516179
27,NoPain,train,-0.91701406,-0.6067848
27,NoPain,train,-0.898083,-0.6274286
27,NoPain,train,-0.6736003,-0.31299916
27,NoPain,train,-1.0692126,-1.0326153
27,NoPain,train,0.89056593,-0.598811
27,NoPain,train,-0.2976264,-1.474763
27,NoPain,train,0.43060565,-0.636507
27,NoPain,train,0.20058775,-0.19851056
27,NoPain,train,-1.8284811,-2.8649266
27,NoPain,train,1.3398155,-0.646579
27,NoPain,train,1.0787178,1.5244497
27,PainHand,train,-0.705879,-1.0388006
27,PainHand,train,0.7822415,-0.52906644
27,PainArm,train,0.13594553,-1.9204599
27,PainArm,train,5.018332,-0.005480897
27,PainHand,train,2.4450667,-1.253017
27,PainHand,train,0.74830055,-0.53993356
27,PainArm,train,1.1820096,-2.939432
27,PainArm,train,0.8864748,-1.8547033
27,PainHand,train,1.197876,1.6606327
27,PainArm,train,1.9938297,0.14010309
27,PainHand,train,0.75131917,2.590192
27,PainArm,train,2.208592,-1.2118274
27,PainArm,train,1.8982524,-0.906875
27,PainHand,train,2.979077,-0.38244504
27,PainHand,train,1.2535838,-0.5674369
27,PainHand,train,-0.30377415,-1.7138166
27,PainArm,train,4.926203,0.019615233
27,PainArm,train,-0.10066539,-3.0206254
27,PainHand,train,2.4370496,0.060934573
27,PainArm,train,2.5763974,-0.36834598
27,PainArm,train,3.814298,-0.600193
27,PainHand,train,2.2506762,1.2013799
27,PainArm,train,3.9871404,-1.5829313
27,PainHand,train,3.2804303,-0.7674011
28,NoPain,train,-1.3131527,-3.2417657
28,NoPain,train,-1.1125517,-3.197002
28,NoPain,train,-0.93315476,-3.2931623
28,NoPain,train,-0.52210736,-3.267478
28,NoPain,train,-0.9324227,-2.192539
28,NoPain,train,1.3653102,-0.7380258
28,NoPain,train,0.48888484,-0.26010257
28,NoPain,train,1.9216682,0.9758999
28,NoPain,train,4.9792495,-0.2120253
28,NoPain,train,-0.36811844,-1.0047579
28,NoPain,train,2.828684,-2.1074836
28,NoPain,train,1.6798826,-0.30006906
28,PainArm,train,-0.37757385,-2.2504878
28,PainArm,train,2.425692,1.864557
28,PainHand,train,2.2912729,1.7462573
28,PainHand,train,-0.23698165,0.30972633
28,PainArm,train,0.26905406,1.3021779
28,PainArm,train,-0.5058148,-0.5604298
28,PainArm,train,3.4090312,-2.0562904
28,PainArm,train,0.4177199,1.882275
28,PainHand,train,1.9091339,2.0868623
28,PainArm,train,3.1237495,-1.7401949
28,PainArm,train,3.4920645,-1.2244295
28,PainHand,train,3.2975464,-1.0431395
28,PainHand,train,0.7460092,-0.12065599
28,PainHand,train,0.35172698,-0.2210959
28,PainArm,train,0.49768946,-0.115145594
28,PainHand,train,0.9596913,-0.2501487
28,PainHand,train,0.43867493,0.4352071
28,PainHand,train,0.5362404,1.0624291
28,PainHand,train,0.041676987,-0.7450104
28,PainHand,train,2.0508394,0.10483767
28,PainArm,train,2.2048676,0.66896236
