subject,class,split,umap1,umap2
8,NoPain,train,9.807186,6.607744
8,NoPain,train,9.947305,10.145242
8,NoPain,train,10.405974,4.3309855
8,NoPain,train,0.44951633,-5.9908805
8,NoPain,train,9.727337,8.2863245
8,PainArm,train,3.3228068,-9.816742
8,PainHand,train,3.371537,-9.81569
8,PainHand,train,9.912066,10.099449
8,PainArm,train,1.9105784,-8.671049
8,PainHand,train,9.673838,6.468997
8,PainHand,train,9.4864645,6.475661
8,PainArm,train,0.7508748,-6.922786
8,PainArm,train,12.874904,4.455527
8,PainArm,train,13.893784,4.3167953
8,PainHand,train,11.054399,13.38475
8,PainHand,train,11.072685,17.52658
8,PainArm,train,10.889676,12.368543
8,PainArm,train,9.928828,10.127495
8,PainHand,train,-4.8129964,6.8102317
8,PainArm,train,11.257901,15.548607
8,PainHand,train,9.734845,7.1555815
8,PainArm,train,9.837865,6.4415183
8,PainHand,train,9.81602,6.6495047
8,PainArm,train,9.98487,5.95401
8,PainHand,train,11.319654,13.793998
8,PainArm,train,11.008258,12.666283
8,PainHand,train,10.171799,5.7278943
8,PainArm,train,12.640006,4.6901727
8,PainHand,train,10.04994,5.858877
11,NoPain,train,-1.7577046,16.168926
11,NoPain,train,-4.27783,10.018093
11,NoPain,train,-4.091945,10.49015
11,NoPain,train,1.5384282,19.64833
11,NoPain,train,6.1526217,21.220312
11,NoPain,train,6.6323504,21.279436
11,NoPain,train,2.0336637,19.922081
11,NoPain,train,1.8359874,19.818861
11,NoPain,train,10.210845,12.241015
11,NoPain,train,1.7067149,19.74123
11,NoPain,train,6.644271,21.278355
11,NoPain,train,7.507421,21.066833
11,PainArm,train,11.072347,18.799177
11,PainHand,train,11.113803,14.3434925
11,PainArm,train,10.584649,15.744602
11,PainHand,train,6.858919,21.255508
11,PainArm,train,7.5682855,21.0347
11,PainHand,train,3.6664245,20.580502
11,PainArm,train,0.97358084,19.240995
11,PainHand,train,7.927887,20.918077
11,PainHand,train,5.9689374,21.168499
11,PainArm,train,7.844267,20.960474
11,PainHand,train,3.692354,20.617853
11,PainArm,train,5.2548785,21.133942
11,PainHand,train,6.587435,21.265903
11,PainArm,train,6.88035,21.236671
11,PainArm,train,2.0985389,19.961134
11,PainHand,train,1.9604428,19.882538
11,PainArm,train,4.2256036,20.837334
11,PainHand,train,6.6745334,21.282606
11,PainArm,train,10.678833,15.504496
11,PainHand,train,11.151745,18.727947
11,PainArm,train,5.984274,21.220509
11,PainHand,train,7.952531,20.920301
11,PainHand,train,9.89356,20.00828
11,PainArm,train,9.167887,6.558525
12,NoPain,train,16.089947,3.8122284
12,NoPain,train,16.28909,3.674749
12,NoPain,train,9.740506,9.418542
12,NoPain,train,9.199551,6.6593165
12,NoPain,train,12.721378,3.7641027
12,NoPain,train,17.88832,1.4392897
12,NoPain,train,17.101997,2.9167268
12,NoPain,train,17.821255,1.5052016
12,NoPain,train,9.170072,-4.433667
12,NoPain,train,17.188068,-0.9246998
12,NoPain,train,15.5367,-2.7235
12,NoPain,train,11.972256,-5.1814003
12,PainHand,train,10.652826,3.882605
12,PainArm,train,11.025662,14.682292
12,PainArm,train,11.676051,3.6751466
12,PainHand,train,9.194792,6.530833
12,PainHand,train,11.107279,3.6694217
12,PainArm,train,10.162953,11.280971
12,PainHand,train,17.896631,0.26813877
12,PainArm,train,14.837602,4.467171
12,PainArm,train,16.385536,-1.7397838
12,PainHand,train,17.96284,0.90372336
12,PainHand,train,9.174986,6.4599724
12,PainArm,train,9.40265,5.0066967
12,PainArm,train,14.122363,-3.5783975
12,PainArm,train,9.598179,-4.3908787
12,PainHand,train,11.094906,18.689585
12,PainHand,train,8.808538,5.6573157
12,PainHand,train,17.957954,1.2411479
12,PainHand,train,17.802027,1.5434974
12,PainArm,train,9.128495,20.447933
12,PainArm,train,9.770023,9.537468
12,PainHand,train,17.917986,1.3673184
12,PainArm,train,12.872823,3.784661
12,PainArm,train,17.067364,3.0060117
12,PainHand,train,17.790493,0.051300813
13,NoPain,train,-4.3371687,5.7604256
13,NoPain,train,9.759282,9.489046
13,NoPain,train,-3.4655285,4.265394
13,NoPain,train,11.180988,17.429865
13,NoPain,train,10.944553,16.652061
13,NoPain,train,11.262725,13.744998
13,NoPain,train,10.853505,12.560285
13,NoPain,train,9.61907,7.6749034
13,NoPain,train,2.8572764,20.299105
13,NoPain,train,-0.3407511,18.214777
13,NoPain,train,10.67726,18.962595
13,NoPain,train,10.73094,12.641619
13,PainHand,train,9.713455,9.002708
13,PainArm,train,11.243787,14.319098
13,PainHand,train,10.911338,12.810182
13,PainArm,train,10.808797,12.449895
13,PainHand,train,9.585136,7.214291
13,PainHand,train,9.981212,10.212274
13,PainArm,train,11.126865,16.013943
13,PainArm,train,10.900294,12.943209
13,PainArm,train,7.9399033,20.936197
13,PainHand,train,10.019991,10.329635
13,PainHand,train,11.203993,15.789525
13,PainArm,train,9.742506,9.113692
13,PainArm,train,10.747649,12.522446
13,PainHand,train,10.895631,12.703828
13,PainArm,train,9.425256,6.42054
13,PainHand,train,11.230754,13.594791
13,PainHand,train,11.20724,16.045248
13,PainArm,train,10.894713,12.555321
13,PainArm,train,9.967887,10.203167
13,PainHand,train,11.21769,15.55513
13,PainHand,train,10.792283,18.584732
13,PainHand,train,-0.362903,18.192247
13,PainArm,train,11.2704,13.720609
13,PainArm,train,10.5068,19.29522
15,NoPain,train,11.181802,17.440584
15,NoPain,train,10.853478,16.58236
15,NoPain,train,10.547258,16.030178
15,NoPain,train,10.980789,19.320433
15,NoPain,train,10.981527,19.318396
15,NoPain,train,10.206012,12.252068
15,NoPain,train,11.06643,13.619551
15,NoPain,train,11.086346,14.522689
15,NoPain,train,10.459489,15.855516
15,NoPain,train,7.5092916,21.064444
15,NoPain,train,10.413285,15.835979
15,NoPain,train,10.501057,15.8530445
15,PainHand,train,9.862611,20.03143
15,PainHand,train,10.37608,15.810137
15,PainArm,train,10.400507,15.817074
15,PainArm,train,10.455074,15.8533945
15,PainHand,train,10.505504,15.887766
15,PainHand,train,10.4021015,15.868329
15,PainArm,train,9.905343,20.001896
15,PainHand,train,7.483234,21.069374
15,PainHand,train,11.212599,17.488163
15,PainHand,train,10.933387,14.851847
15,PainArm,train,10.183518,12.21463
15,PainHand,train,11.196866,17.432564
15,PainHand,train,11.012753,19.303951
15,PainArm,train,11.0777235,14.601326
15,PainHand,train,10.2000675,12.237273
15,PainArm,train,10.9155245,3.7226253
15,PainArm,train,10.087344,11.012349
15,PainArm,train,10.925869,13.268095
15,PainArm,train,11.1119995,14.335996
15,PainArm,train,11.088425,13.763193
15,PainArm,train,10.180631,12.260359
15,PainHand,train,10.075872,10.969978
15,PainHand,train,10.347184,12.509454
15,PainArm,train,10.347712,12.478974
16,NoPain,train,-2.4610991,1.6180503
16,NoPain,train,-1.7146024,-1.717837
16,NoPain,train,8.812321,5.6525373
16,NoPain,train,15.1414795,4.516642
16,NoPain,train,-3.8447304,4.8850694
16,NoPain,train,-0.18223621,-4.743038
16,NoPain,train,1.3090038,-7.873867
16,NoPain,train,-1.3369845,-2.7371943
16,NoPain,train,-1.4921005,16.794724
16,NoPain,train,9.954469,4.3170605
16,NoPain,train,0.18146028,-5.3997016
16,NoPain,train,-2.4475012,1.5890052
16,PainArm,train,0.36694157,-5.7746267
16,PainArm,train,-1.769798,-1.5535676
16,PainHand,train,3.1735413,-9.698303
16,PainHand,train,-0.73174655,-3.7881982
16,PainArm,train,0.7216162,-6.8372827
16,PainArm,train,1.6187032,-8.314896
16,PainHand,train,0.3801192,-5.7990427
16,PainHand,train,1.0002781,-7.335712
16,PainArm,train,-0.6516149,-3.9071858
16,PainArm,train,0.941362,-7.2479553
16,PainHand,train,0.82392496,-7.0461273
16,PainHand,train,1.3185554,-7.8901396
16,PainArm,train,0.55195206,-6.3190637
16,PainArm,train,-1.7693743,16.139545
16,PainHand,train,-0.007645565,-5.0499954
16,PainArm,train,-1.7286965,-1.6827316
16,PainArm,train,-0.034483828,-5.0068574
16,PainHand,train,14.116698,-3.6196802
16,PainHand,train,2.8822596,20.30826
16,PainHand,train,-0.3987207,-4.3506517
16,PainArm,train,17.96172,1.0881146
16,PainHand,train,16.811312,3.2534645
16,PainHand,train,13.8942375,4.286317
16,PainArm,train,-2.1454434,15.389313
18,NoPain,train,0.3286369,18.80196
18,NoPain,train,0.31715482,18.794956
18,NoPain,train,-1.8322045,-1.3712952
18,NoPain,train,-2.7455134,2.4138536
18,NoPain,train,12.42576,-9.894727
18,NoPain,train,11.816041,3.6860871
18,NoPain,train,16.12668,3.7882361
18,NoPain,train,15.968883,-2.3129675
18,NoPain,train,-2.317778,0.72123545
18,NoPain,train,10.161596,12.128852
18,NoPain,train,-2.7952957,2.526957
18,NoPain,train,-2.3602436,1.0399665
18,PainArm,train,10.928777,16.72096
18,PainArm,train,-4.229021,10.12927
18,PainHand,train,12.392644,-9.831915
18,PainHand,train,-1.2503276,17.173023
18,PainArm,train,10.008148,4.290232
18,PainArm,train,10.17846,12.248761
18,PainArm,train,1.6456017,-8.348676
18,PainArm,train,14.595136,-3.5934033
18,PainHand,train,5.4064856,21.177275
18,PainArm,train,-3.9306495,5.0429516
18,PainArm,train,-2.5505974,1.876989
18,PainHand,train,10.956689,13.326153
18,PainHand,train,12.391033,-9.838456
18,PainHand,train,9.400357,4.8026147
18,PainArm,train,1.957793,19.885405
18,PainHand,train,-0.9210783,-3.4505208
18,PainHand,train,-0.9545128,17.558144
18,PainHand,train,-1.8135296,-1.3105612
18,PainHand,train,9.312189,6.9468565
18,PainHand,train,-0.376387,18.189508
18,PainArm,train,0.0037344112,-5.059685
18,PainArm,train,9.699494,9.319823
18,PainHand,train,12.948563,3.7940345
18,PainArm,train,-0.0093227755,-5.04869
21,NoPain,train,16.13749,-1.3242298
21,NoPain,train,18.445171,-7.1786766
21,NoPain,train,18.482267,-7.2224965
21,NoPain,train,14.074462,-3.3726163
21,NoPain,train,18.488218,-7.229659
21,NoPain,train,18.495323,-7.235968
21,NoPain,train,14.196213,-3.0452797
21,NoPain,train,18.49715,-7.239332
21,NoPain,train,18.504572,-7.246498
21,NoPain,train,18.484415,-7.2182307
21,NoPain,train,18.19864,-6.9106755
21,NoPain,train,18.423336,-7.145377
21,PainArm,train,14.142493,-3.1252604
21,PainArm,train,16.072151,-1.3133179
21,PainHand,train,16.895828,2.1285663
21,PainHand,train,14.09085,-3.3218262
21,PainArm,train,18.229385,-6.940677
21,PainArm,train,16.056173,-1.3025442
21,PainArm,train,18.173147,-6.883817
21,PainArm,train,18.450134,-7.1827807
21,PainHand,train,18.475916,-7.213912
21,PainArm,train,18.35703,-7.078333
21,PainArm,train,14.16186,-3.0105367
21,PainHand,train,18.457582,-7.192915
21,PainHand,train,18.421421,-7.1482553
21,PainHand,train,18.378677,-7.1012254
21,PainArm,train,18.107037,-6.812397
21,PainHand,train,14.12804,-3.1261373
21,PainHand,train,18.135153,-6.840724
21,PainHand,train,18.093172,-6.797091
21,PainHand,train,18.12105,-6.8279185
21,PainHand,train,14.359554,-2.70592
21,PainArm,train,18.26163,-6.9754143
21,PainArm,train,18.123814,-6.8298326
21,PainHand,train,18.343508,-7.0624666
21,PainArm,train,18.13663,-6.8433204
22,NoPain,train,10.247207,11.302326
22,NoPain,train,17.294598,2.2915318
22,NoPain,train,1.6194768,19.689672
22,NoPain,train,9.841018,9.830465
22,NoPain,train,-4.6084843,6.15701
22,NoPain,train,2.1214807,19.965456
22,NoPain,train,10.571287,16.033236
22,NoPain,train,17.071644,2.7260997
22,NoPain,train,3.827969,20.6963
22,NoPain,train,17.92786,0.8179458
22,NoPain,train,11.098422,13.786675
22,NoPain,train,-0.7152388,17.826715
22,PainArm,train,10.162777,19.754217
22,PainArm,train,10.554128,19.311424
22,PainHand,train,13.501791,4.4700217
22,PainHand,train,18.173159,-6.883976
22,PainArm,train,16.516964,3.4889226
22,PainArm,train,10.847546,12.442513
22,PainHand,train,10.80338,5.1016555
22,PainHand,train,16.125397,-0.7275886
22,PainArm,train,14.578751,-2.3438423
22,PainArm,train,16.760983,2.1005821
22,PainHand,train,10.751626,12.401071
22,PainHand,train,9.708087,8.938613
22,PainArm,train,16.062208,3.7886045
22,PainArm,train,11.054405,14.624065
22,PainHand,train,1.189846,19.460371
22,PainArm,train,-2.082744,15.504688
22,PainArm,train,16.508183,-1.6580249
22,PainHand,train,11.090029,14.537875
22,PainHand,train,-1.3002594,17.08959
22,PainHand,train,16.462957,-1.6886277
22,PainArm,train,-1.7379061,-1.643766
22,PainHand,train,-2.1365855,-0.06426838
22,PainHand,train,17.439074,2.1742327
22,PainArm,train,-1.7358572,-1.6468543
24,NoPain,train,16.582329,-1.1615591
24,NoPain,train,16.819023,-1.0944564
24,NoPain,train,17.22513,2.1709824
24,NoPain,train,17.686487,-0.058461122
24,NoPain,train,17.237333,2.1533065
24,NoPain,train,8.591149,-4.604124
24,NoPain,train,17.902367,0.36974266
24,NoPain,train,16.997639,2.9930336
24,NoPain,train,16.106415,3.8005931
24,NoPain,train,17.912931,0.39772633
24,NoPain,train,17.339188,2.2217815
24,NoPain,train,17.929623,0.8296435
24,PainArm,train,16.264688,-1.1664038
24,PainArm,train,17.712048,0.04486644
24,PainHand,train,14.023194,4.362253
24,PainHand,train,17.215189,2.1280253
24,PainArm,train,17.8201,0.1880091
24,PainArm,train,16.988424,2.915781
24,PainHand,train,10.297606,4.4504085
24,PainHand,train,9.983817,10.247543
24,PainArm,train,9.478761,6.4738617
24,PainArm,train,12.959639,4.3718376
24,PainHand,train,13.108985,4.294711
24,PainHand,train,9.619079,7.301979
24,PainArm,train,13.136304,4.262586
24,PainArm,train,17.935175,0.6020511
24,PainHand,train,15.965012,-2.2296746
24,PainArm,train,16.175186,-1.941839
24,PainArm,train,17.926634,0.4997581
24,PainHand,train,17.96691,1.2671062
24,PainHand,train,9.61071,8.225629
24,PainHand,train,11.157335,14.422741
24,PainArm,train,12.97045,3.8276086
24,PainHand,train,9.904206,10.046713
24,PainHand,train,17.097029,2.0286605
24,PainArm,train,15.211684,4.0384917
25,NoPain,train,12.421727,-9.887626
25,NoPain,train,17.657455,-0.23166731
25,NoPain,train,16.236712,-1.9203914
25,NoPain,train,12.433294,-9.86894
25,NoPain,train,17.180714,-0.94153625
25,NoPain,train,11.986164,3.677011
25,NoPain,train,12.345937,-9.275396
25,NoPain,train,12.341618,-9.21347
25,NoPain,train,12.459753,-9.804548
25,NoPain,train,12.358823,-9.442027
25,NoPain,train,15.582476,-2.7522392
25,NoPain,train,5.630983,21.213299
25,PainHand,train,12.419011,-9.849301
25,PainHand,train,12.400834,-9.868249
25,PainArm,train,12.418248,-9.852357
25,PainArm,train,15.232768,4.49114
25,PainHand,train,9.431293,4.7459855
25,PainHand,train,12.396897,-9.761621
25,PainArm,train,13.285516,3.9813201
25,PainHand,train,16.894434,3.1885843
25,PainHand,train,17.105633,2.9670918
25,PainHand,train,17.049326,-1.0793827
25,PainArm,train,12.38246,-9.757455
25,PainHand,train,12.384339,-9.770653
25,PainHand,train,10.992259,19.327785
25,PainArm,train,10.750109,3.8092835
25,PainHand,train,12.34659,-9.207181
25,PainArm,train,17.990421,0.94381154
25,PainArm,train,12.33685,-9.171105
25,PainArm,train,13.564879,4.115626
25,PainArm,train,10.161036,12.126446
25,PainArm,train,12.347482,-9.164141
25,PainArm,train,12.312555,-9.149222
25,PainHand,train,17.14446,2.916672
25,PainHand,train,12.333144,-9.132646
25,PainArm,train,15.554405,-2.7766492
27,NoPain,train,14.070586,-3.673912
27,NoPain,train,12.130283,-7.9603453
27,NoPain,train,12.1210985,-7.928182
27,NoPain,train,14.682504,-3.5221095
27,NoPain,train,16.014109,-2.2607574
27,NoPain,train,17.940374,1.3157341
27,NoPain,train,14.621192,-3.5586038
27,NoPain,train,10.866023,3.7602444
27,NoPain,train,16.30532,-1.8247561
27,NoPain,train,17.01133,3.0660315
27,NoPain,train,17.033123,3.0507052
27,NoPain,train,5.0832458,21.088709
27,PainHand,train,12.140682,-7.518776
27,PainHand,train,17.18679,-0.9252072
27,PainArm,train,17.404743,-0.63795507
27,PainArm,train,-1.7769033,-1.5264987
27,PainHand,train,16.127117,3.7880926
27,PainHand,train,9.449793,7.245287
27,PainArm,train,17.098993,3.013333
27,PainArm,train,13.373048,4.0611205
27,PainHand,train,15.963818,-2.313485
27,PainArm,train,9.138122,6.449691
27,PainHand,train,14.66845,-3.5329506
27,PainArm,train,10.975384,13.423941
27,PainArm,train,10.041553,10.808234
27,PainHand,train,10.127921,11.216608
27,PainHand,train,15.20366,4.500709
27,PainHand,train,12.004291,-5.0536017
27,PainArm,train,-2.6163013,2.1685722
27,PainArm,train,10.684994,16.271255
27,PainHand,train,13.314503,3.9933765
27,PainArm,train,12.919036,3.8034348
27,PainArm,train,-3.8510463,10.842338
27,PainHand,train,10.270622,4.197813
27,PainArm,train,-3.7865865,10.9348955
27,PainHand,train,17.138346,-0.9705035
28,NoPain,train,11.805451,-4.85777
28,NoPain,train,11.973331,-5.1404333
28,NoPain,train,12.007175,-6.0141635
28,NoPain,train,12.032047,-6.405719
28,NoPain,train,12.118793,-6.9437237
28,NoPain,train,12.020466,-6.31803
28,NoPain,train,12.25781,-8.671359
28,NoPain,train,9.625124,-4.389261
28,NoPain,train,13.784122,-3.8913057
28,NoPain,train,12.145834,-8.067226
28,NoPain,train,12.119933,-7.1044474
28,NoPain,train,12.119777,-7.417761
28,PainArm,train,12.033488,-6.362824
28,PainArm,train,11.808287,-4.85059
28,PainHand,train,9.162946,-4.444984
28,PainHand,train,12.023112,-6.31162
28,PainArm,train,12.277366,-8.764351
28,PainArm,train,12.247318,-8.68821
28,PainArm,train,12.125178,-7.496258
28,PainArm,train,9.630152,-4.3916516
28,PainHand,train,11.861258,-4.900715
28,PainArm,train,12.070049,-6.8204317
28,PainArm,train,11.847635,-4.889518
28,PainHand,train,12.000091,-5.825763
28,PainHand,train,12.128699,-7.85112
28,PainHand,train,12.242068,-8.5942
28,PainArm,train,12.249397,-8.642677
28,PainHand,train,12.26447,-8.712206
28,PainHand,train,12.317508,-8.996527
28,PainHand,train,12.309345,-8.955085
28,PainHand,train,12.201304,-8.390291
28,PainHand,train,12.022688,-6.296714
28,PainArm,train,9.642098,-4.400307
28,PainArm,train,9.177678,-4.437954
28,PainHand,train,12.0309305,-6.364737
28,PainArm,train,12.088086,-6.769276
29,NoPain,train,17.75162,1.5691541
29,NoPain,train,14.746852,-2.9158306
29,NoPain,train,16.348314,3.6291254
29,NoPain,train,15.049562,4.491582
29,NoPain,train,11.226671,3.6984034
29,NoPain,train,6.2210984,21.16516
29,NoPain,train,0.06676612,-5.172182
29,NoPain,train,6.0193377,21.15642
29,NoPain,train,-0.37271044,-4.397708
29,NoPain,train,-2.0919135,-0.18907727
29,NoPain,train,-2.3616157,1.0454459
29,NoPain,train,-1.3590792,-2.672277
29,PainHand,train,1.2770965,19.393324
29,PainHand,train,-2.4682236,1.6859506
29,PainArm,train,-1.8469765,-1.4047077
29,PainArm,train,-0.6693155,-3.8888414
29,PainHand,train,0.5868844,-6.4125867
29,PainHand,train,-2.038893,15.533857
29,PainArm,train,-2.450886,1.5915868
29,PainHand,train,0.51491725,-6.197597
29,PainHand,train,-1.3507267,-2.71206
29,PainHand,train,0.9886638,19.2109
29,PainArm,train,-3.8719175,10.444424
29,PainHand,train,0.43658307,-5.9533663
29,PainHand,train,-3.650558,11.070019
29,PainArm,train,-0.17094654,-4.7767334
29,PainHand,train,-2.0515823,15.373689
29,PainArm,train,-0.094201855,-4.9024053
29,PainArm,train,-2.7048233,2.3257828
29,PainArm,train,-3.8729784,10.450246
29,PainArm,train,-2.2964025,0.5971403
29,PainArm,train,-2.11533,-0.1604728
29,PainArm,train,-2.2017567,0.10849418
29,PainHand,train,-2.3258772,0.7879753
29,PainHand,train,-2.1576066,-0.047903933
29,PainArm,train,-1.8165467,-1.4389647
30,NoPain,train,14.717635,-3.476653
30,NoPain,train,12.115395,-7.5225267
30,NoPain,train,15.994359,-2.3145912
30,NoPain,train,14.591377,-3.5802772
30,NoPain,train,12.119478,-7.506473
